Code,Name,N,E,Z,B,L,84H,RMS_x,RMS_y,RMS_h,Solution,Start time,Measure times,Antenna height,Antenna measure type,RMS,PDOP,HDOP,VDOP,TDOP,GDOP,Elevation,Tilt distance,End time,Base ID
 «π,X82-8,1861047.584,506582.814,141.666,"16?49'57.68517""","99?03'42.43985""",104.41,0.002,0.002,0.004,fixed,12/12/2020 11:24,3,2,Bottom of receiver,0.003,1.287,0.577,1.151,0.788,1.509,"15?00'00.00000""",0,12/12/2020 11:24,2
 «π,X82-9,1861049.874,506588.009,141.29,"16?49'57.75963""","99?03'42.61543""",104.034,0.002,0.002,0.005,fixed,12/12/2020 11:24,3,2,Bottom of receiver,0.004,1.425,0.611,1.288,0.895,1.683,"15?00'00.00000""",0,12/12/2020 11:24,2
 «π,X82-10,1861052.349,506593.68,140.871,"16?49'57.84012""","99?03'42.80707""",103.615,0.002,0.002,0.005,fixed,12/12/2020 11:24,3,2,Bottom of receiver,0.004,1.309,0.598,1.164,0.802,1.535,"15?00'00.00000""",0,12/12/2020 11:24,2
 «π,X82-11,1861057.553,506600.631,140.213,"16?49'58.00940""","99?03'43.04203""",102.957,0.002,0.002,0.006,fixed,12/12/2020 11:25,3,2,Bottom of receiver,0.004,1.215,0.559,1.079,0.73,1.417,"15?00'00.00000""",0,12/12/2020 11:25,2
 «π,X82-12,1861059.668,506605.737,140.289,"16?49'58.07818""","99?03'43.21457""",103.033,0.002,0.002,0.006,fixed,12/12/2020 11:26,3,2,Bottom of receiver,0.005,1.399,0.632,1.248,0.877,1.651,"15?00'00.00000""",0,12/12/2020 11:26,2
 «π,X82-13,1861061.799,506611.259,140.143,"16?49'58.14747""","99?03'43.40120""",102.887,0.002,0.002,0.005,fixed,12/12/2020 11:26,3,2,Bottom of receiver,0.004,1.331,0.622,1.177,0.823,1.565,"15?00'00.00000""",0,12/12/2020 11:26,2
 «π,X82-14,1861065.912,506618.277,140.109,"16?49'58.28127""","99?03'43.63839""",102.853,0.002,0.002,0.007,fixed,12/12/2020 11:26,3,2,Bottom of receiver,0.005,1.288,0.577,1.152,0.788,1.51,"15?00'00.00000""",0,12/12/2020 11:26,2
 «π,X82-15,1861070.067,506623.037,140.007,"16?49'58.41643""","99?03'43.79928""",102.751,0.002,0.002,0.005,fixed,12/12/2020 11:27,3,2,Bottom of receiver,0.004,1.215,0.559,1.079,0.73,1.418,"15?00'00.00000""",0,12/12/2020 11:27,2
 «π,X82-16,1861073.238,506628.941,139.668,"16?49'58.51957""","99?03'43.99881""",102.411,0.001,0.001,0.003,fixed,12/12/2020 11:27,3,2,Bottom of receiver,0.002,1.227,0.575,1.084,0.739,1.432,"15?00'00.00000""",0,12/12/2020 11:27,2
 «π,X82-17,1861075.122,506633.814,139.423,"16?49'58.58082""","99?03'44.16348""",102.167,0.002,0.002,0.004,fixed,12/12/2020 11:27,3,2,Bottom of receiver,0.003,1.227,0.575,1.084,0.739,1.432,"15?00'00.00000""",0,12/12/2020 11:27,2
 «π,X82-18,1861078.71,506641.93,138.664,"16?49'58.69750""","99?03'44.43779""",101.408,0.002,0.002,0.004,fixed,12/12/2020 11:28,3,2,Bottom of receiver,0.003,1.216,0.56,1.079,0.73,1.418,"15?00'00.00000""",0,12/12/2020 11:28,2
 «π,X82-19,1861080.718,506646.401,138.191,"16?49'58.76279""","99?03'44.58887""",100.935,0.002,0.002,0.004,fixed,12/12/2020 11:28,3,2,Bottom of receiver,0.004,1.216,0.56,1.079,0.73,1.418,"15?00'00.00000""",0,12/12/2020 11:28,2
 «π,X88-1,1860785.952,506735.248,144.364,"16?49'49.16935""","99?03'47.58793""",107.116,0.002,0.002,0.004,fixed,12/12/2020 13:33,3,2,Bottom of receiver,0.003,1.064,0.541,0.917,0.596,1.22,"15?00'00.00000""",0,12/12/2020 13:33,2
  π,X88-1,1860783.596,506731.846,144.548,"16?49'49.09272""","99?03'47.47294""",107.3,0.002,0.002,0.004,fixed,12/12/2020 13:34,3,2,Bottom of receiver,0.004,1.096,0.553,0.947,0.624,1.262,"15?00'00.00000""",0,12/12/2020 13:34,2
  π,X88-2,1860781.782,506726.265,144.179,"16?49'49.03374""","99?03'47.28434""",106.931,0.002,0.002,0.004,fixed,12/12/2020 13:34,3,2,Bottom of receiver,0.003,1.063,0.541,0.915,0.595,1.218,"15?00'00.00000""",0,12/12/2020 13:34,2
  π,X88-3,1860780.114,506721.606,143.795,"16?49'48.97950""","99?03'47.12688""",106.547,0.002,0.002,0.004,fixed,12/12/2020 13:34,3,2,Bottom of receiver,0.004,1.063,0.541,0.915,0.595,1.218,"15?00'00.00000""",0,12/12/2020 13:35,2
  π,X88-4,1860779.438,506717.543,143.202,"16?49'48.95754""","99?03'46.98960""",105.954,0.002,0.002,0.005,fixed,12/12/2020 13:35,3,2,Bottom of receiver,0.004,1.062,0.541,0.914,0.594,1.217,"15?00'00.00000""",0,12/12/2020 13:35,2
  π,X88-5,1860789.459,506730.45,143.677,"16?49'49.28353""","99?03'47.42584""",106.429,0.002,0.002,0.004,fixed,12/12/2020 13:35,3,2,Bottom of receiver,0.004,1.121,0.573,0.964,0.647,1.294,"15?00'00.00000""",0,12/12/2020 13:35,2
  π,X88-6,1860791.612,506734.452,144.07,"16?49'49.35356""","99?03'47.56108""",106.822,0.002,0.002,0.004,fixed,12/12/2020 13:36,3,2,Bottom of receiver,0.003,1.102,0.564,0.946,0.62,1.264,"15?00'00.00000""",0,12/12/2020 13:36,2
  π,X88-7,1860794.636,506739.213,143.876,"16?49'49.45191""","99?03'47.72201""",106.628,0.002,0.002,0.004,fixed,12/12/2020 13:36,3,2,Bottom of receiver,0.003,1.06,0.541,0.911,0.593,1.214,"15?00'00.00000""",0,12/12/2020 13:36,2
  π,X88-8,1860798.092,506744.824,143.272,"16?49'49.56432""","99?03'47.91162""",106.024,0.002,0.002,0.005,fixed,12/12/2020 13:37,3,2,Bottom of receiver,0.004,1.06,0.541,0.911,0.592,1.214,"15?00'00.00000""",0,12/12/2020 13:37,2
  π,X88-9,1860801.495,506749.859,143.073,"16?49'49.67501""","99?03'48.08179""",105.825,0.002,0.002,0.004,fixed,12/12/2020 13:37,3,2,Bottom of receiver,0.003,1.087,0.559,0.931,0.613,1.247,"15?00'00.00000""",0,12/12/2020 13:37,2
  π,X88-10,1860804.267,506753.328,143.31,"16?49'49.76518""","99?03'48.19905""",106.061,0.002,0.002,0.005,fixed,12/12/2020 13:37,3,2,Bottom of receiver,0.004,1.297,0.718,1.08,0.784,1.516,"15?00'00.00000""",0,12/12/2020 13:37,2
  π,X88-11,1860808.576,506758.685,143.851,"16?49'49.90534""","99?03'48.38012""",106.602,0.003,0.003,0.006,fixed,12/12/2020 13:37,3,2,Bottom of receiver,0.005,1.099,0.564,0.943,0.618,1.261,"15?00'00.00000""",0,12/12/2020 13:37,2
  π,X88-12,1860811.889,506764.071,143.97,"16?49'50.01310""","99?03'48.56216""",106.722,0.003,0.003,0.006,fixed,12/12/2020 13:38,3,2,Bottom of receiver,0.005,1.058,0.541,0.909,0.591,1.212,"15?00'00.00000""",0,12/12/2020 13:38,2
  π,X88-13,1860815.681,506771.048,144.029,"16?49'50.13643""","99?03'48.79797""",106.78,0.002,0.002,0.005,fixed,12/12/2020 13:38,3,2,Bottom of receiver,0.004,1.21,0.61,1.045,0.704,1.4,"15?00'00.00000""",0,12/12/2020 13:38,2
  π,X88-14,1860818.879,506776.946,144.148,"16?49'50.24046""","99?03'48.99728""",106.899,0.005,0.005,0.011,fixed,12/12/2020 13:38,3,2,Bottom of receiver,0.009,1.091,0.569,0.931,0.615,1.252,"15?00'00.00000""",0,12/12/2020 13:38,2
  π,X88-15,1860822.566,506782.9,144.184,"16?49'50.36037""","99?03'49.19850""",106.936,0.002,0.002,0.004,fixed,12/12/2020 13:38,3,2,Bottom of receiver,0.003,1.182,0.637,0.996,0.687,1.367,"15?00'00.00000""",0,12/12/2020 13:38,2
  π,X88-16,1860825.145,506787.31,143.942,"16?49'50.44424""","99?03'49.34755""",106.694,0.002,0.002,0.004,fixed,12/12/2020 13:38,3,2,Bottom of receiver,0.003,1.165,0.612,0.991,0.67,1.344,"15?00'00.00000""",0,12/12/2020 13:38,2
  π,X88-17,1860827.648,506791.905,143.822,"16?49'50.52566""","99?03'49.50285""",106.574,0.002,0.002,0.004,fixed,12/12/2020 13:39,3,2,Bottom of receiver,0.003,1.198,0.642,1.011,0.687,1.381,"15?00'00.00000""",0,12/12/2020 13:39,2
  π,X88-18,1860829.871,506796.048,143.566,"16?49'50.59797""","99?03'49.64287""",106.318,0.003,0.003,0.008,fixed,12/12/2020 13:39,3,2,Bottom of receiver,0.007,1.329,0.73,1.11,0.768,1.535,"15?00'00.00000""",0,12/12/2020 13:39,2
  π,X88-19,1860833.125,506800.553,143.414,"16?49'50.70381""","99?03'49.79513""",106.165,0.003,0.003,0.007,fixed,12/12/2020 13:39,3,2,Bottom of receiver,0.006,1.089,0.553,0.938,0.619,1.253,"15?00'00.00000""",0,12/12/2020 13:39,2
  π,X88-20,1860834.104,506802.981,143.294,"16?49'50.73563""","99?03'49.87720""",106.045,0.003,0.003,0.007,fixed,12/12/2020 13:39,3,2,Bottom of receiver,0.006,1.13,0.574,0.973,0.655,1.306,"15?00'00.00000""",0,12/12/2020 13:39,2
  π,X87-1,1860869.642,506772.867,142.646,"16?49'51.89247""","99?03'48.86002""",105.397,0.002,0.002,0.005,fixed,12/12/2020 13:43,3,2,Bottom of receiver,0.004,1.093,0.555,0.941,0.619,1.255,"15?00'00.00000""",0,12/12/2020 13:43,2
  π,X87-2,1860866.19,506767.659,142.304,"16?49'51.78019""","99?03'48.68399""",105.054,0.002,0.002,0.005,fixed,12/12/2020 13:43,3,2,Bottom of receiver,0.004,1.092,0.555,0.94,0.618,1.255,"15?00'00.00000""",0,12/12/2020 13:43,2
  π,X87-3,1860864.389,506764.688,142.187,"16?49'51.72159""","99?03'48.58358""",104.938,0.002,0.002,0.005,fixed,12/12/2020 13:43,3,2,Bottom of receiver,0.004,1.092,0.555,0.94,0.618,1.254,"15?00'00.00000""",0,12/12/2020 13:43,2
  π,X87-4,1860860.963,506760.517,142.669,"16?49'51.61017""","99?03'48.44259""",105.42,0.002,0.002,0.005,fixed,12/12/2020 13:43,3,2,Bottom of receiver,0.004,1.091,0.555,0.939,0.617,1.254,"15?00'00.00000""",0,12/12/2020 13:43,2
  π,X87-5,1860858.299,506754.184,143.093,"16?49'51.52352""","99?03'48.22858""",105.844,0.002,0.002,0.004,fixed,12/12/2020 13:44,3,2,Bottom of receiver,0.003,1.09,0.555,0.938,0.617,1.252,"15?00'00.00000""",0,12/12/2020 13:44,2
  π,X87-6,1860856.484,506748.903,142.868,"16?49'51.46451""","99?03'48.05011""",105.619,0.002,0.002,0.004,fixed,12/12/2020 13:44,3,2,Bottom of receiver,0.003,1.089,0.555,0.937,0.616,1.251,"15?00'00.00000""",0,12/12/2020 13:44,2
  π,X87-7,1860853.51,506742.006,141.243,"16?49'51.36780""","99?03'47.81700""",103.993,0.004,0.004,0.008,fixed,12/12/2020 13:45,3,2,Bottom of receiver,0.007,1.088,0.555,0.935,0.615,1.25,"15?00'00.00000""",0,12/12/2020 13:45,2
  π,X87-8,1860852.081,506738.369,140.131,"16?49'51.32133""","99?03'47.69411""",102.881,0.002,0.002,0.005,fixed,12/12/2020 13:45,3,2,Bottom of receiver,0.004,1.088,0.555,0.935,0.615,1.249,"15?00'00.00000""",0,12/12/2020 13:45,2
  π,X87-9,1860849.537,506731.863,140.353,"16?49'51.23861""","99?03'47.47424""",103.104,0.003,0.003,0.006,fixed,12/12/2020 13:45,3,2,Bottom of receiver,0.005,1.167,0.603,0.999,0.682,1.352,"15?00'00.00000""",0,12/12/2020 13:45,2
  π,X87-10,1860844.082,506725.108,141.076,"16?49'51.06116""","99?03'47.24591""",103.826,0.002,0.002,0.006,fixed,12/12/2020 13:46,3,2,Bottom of receiver,0.004,1.166,0.603,0.998,0.681,1.351,"15?00'00.00000""",0,12/12/2020 13:46,2
  π,X87-11,1860840.218,506717.315,141.51,"16?49'50.93549""","99?03'46.98253""",104.261,0.002,0.002,0.004,fixed,12/12/2020 13:46,3,2,Bottom of receiver,0.004,1.19,0.645,1,0.691,1.376,"15?00'00.00000""",0,12/12/2020 13:46,2
  π,X87-12,1860837.988,506712.986,141.556,"16?49'50.86299""","99?03'46.83623""",104.307,0.002,0.002,0.004,fixed,12/12/2020 13:46,3,2,Bottom of receiver,0.003,1.128,0.589,0.962,0.65,1.302,"15?00'00.00000""",0,12/12/2020 13:46,2
  π,X87-13,1860834.833,506710.21,141.981,"16?49'50.76033""","99?03'46.74239""",104.732,0.003,0.003,0.007,fixed,12/12/2020 13:47,3,2,Bottom of receiver,0.006,1.126,0.59,0.96,0.648,1.3,"15?00'00.00000""",0,12/12/2020 13:47,2
  π,X87-14,1860832.452,506706.15,141.877,"16?49'50.68289""","99?03'46.60520""",104.628,0.002,0.002,0.005,fixed,12/12/2020 13:47,3,2,Bottom of receiver,0.004,1.082,0.556,0.929,0.611,1.243,"15?00'00.00000""",0,12/12/2020 13:47,2
  π,X87-15,1860831.552,506698.907,141.209,"16?49'50.65369""","99?03'46.36042""",103.96,0.002,0.002,0.004,fixed,12/12/2020 13:48,3,2,Bottom of receiver,0.003,1.135,0.571,0.981,0.657,1.311,"15?00'00.00000""",0,12/12/2020 13:48,2
  π,X87-16,1860830.143,506692.433,140.884,"16?49'50.60790""","99?03'46.14166""",103.634,0.002,0.002,0.004,fixed,12/12/2020 13:48,3,2,Bottom of receiver,0.004,1.12,0.574,0.962,0.642,1.291,"15?00'00.00000""",0,12/12/2020 13:48,2
  π,X87-17,1860827.542,506688.235,141.333,"16?49'50.52328""","99?03'45.99977""",104.084,0.002,0.002,0.005,fixed,12/12/2020 13:49,3,2,Bottom of receiver,0.004,1.118,0.574,0.96,0.641,1.289,"15?00'00.00000""",0,12/12/2020 13:49,2
  π,X87-18,1860818.323,506682.544,142.308,"16?49'50.22332""","99?03'45.80736""",105.059,0.003,0.003,0.008,fixed,12/12/2020 13:50,3,2,Bottom of receiver,0.006,1.075,0.556,0.919,0.605,1.233,"15?00'00.00000""",0,12/12/2020 13:50,2
 «π,X86-1,1860854.972,506648.384,141.361,"16?49'51.41636""","99?03'44.65348""",104.111,0.002,0.002,0.005,fixed,12/12/2020 13:53,3,2,Bottom of receiver,0.004,1.065,0.557,0.907,0.598,1.221,"15?00'00.00000""",0,12/12/2020 13:53,2
 «π,X86-2,1860856.541,506655.652,141.446,"16?49'51.46735""","99?03'44.89910""",104.195,0.003,0.003,0.007,fixed,12/12/2020 13:53,3,2,Bottom of receiver,0.006,1.063,0.557,0.905,0.597,1.219,"15?00'00.00000""",0,12/12/2020 13:53,2
 «π,X86-3,1860858.907,506661.763,142.117,"16?49'51.54427""","99?03'45.10561""",104.866,0.002,0.002,0.006,fixed,12/12/2020 13:54,3,2,Bottom of receiver,0.004,1.104,0.583,0.938,0.624,1.268,"15?00'00.00000""",0,12/12/2020 13:54,2
 «π,X86-4,1860861.046,506664.55,142.678,"16?49'51.61387""","99?03'45.19980""",105.427,0.002,0.002,0.006,fixed,12/12/2020 13:54,3,2,Bottom of receiver,0.005,1.103,0.583,0.937,0.623,1.267,"15?00'00.00000""",0,12/12/2020 13:54,2
 «π,X86-5,1860863.786,506669.833,143.034,"16?49'51.70296""","99?03'45.37835""",105.783,0.002,0.002,0.005,fixed,12/12/2020 13:55,3,2,Bottom of receiver,0.004,1.059,0.557,0.901,0.594,1.214,"15?00'00.00000""",0,12/12/2020 13:55,2
 «π,X86-6,1860869.36,506676.218,142.713,"16?49'51.88430""","99?03'45.59416""",105.462,0.002,0.002,0.005,fixed,12/12/2020 13:55,3,2,Bottom of receiver,0.004,1.259,0.651,1.077,0.739,1.459,"15?00'00.00000""",0,12/12/2020 13:55,2
 «π,X86-7,1860871.516,506684.18,141.731,"16?49'51.95437""","99?03'45.86324""",104.481,0.003,0.003,0.007,fixed,12/12/2020 13:56,3,2,Bottom of receiver,0.006,1.259,0.652,1.077,0.748,1.464,"15?00'00.00000""",0,12/12/2020 13:56,2
 «π,X86-8,1860873.405,506688.889,141.129,"16?49'52.01581""","99?03'46.02236""",103.878,0.003,0.003,0.007,fixed,12/12/2020 13:56,3,2,Bottom of receiver,0.005,1.148,0.594,0.983,0.65,1.319,"15?00'00.00000""",0,12/12/2020 13:56,2
 «π,X86-9,1860874.658,506693.041,140.843,"16?49'52.05655""","99?03'46.16269""",103.592,0.006,0.006,0.02,fixed,12/12/2020 13:56,3,2,Bottom of receiver,0.015,1.238,0.63,1.066,0.714,1.429,"15?00'00.00000""",0,12/12/2020 13:56,2
 «π,X86-10,1860877.737,506698.954,139.934,"16?49'52.15666""","99?03'46.36253""",102.683,0.003,0.003,0.007,fixed,12/12/2020 13:57,3,2,Bottom of receiver,0.006,1.165,0.601,0.999,0.679,1.349,"15?00'00.00000""",0,12/12/2020 13:57,2
cl,X86-11,1860877.058,506701.961,139.777,"16?49'52.13453""","99?03'46.46413""",102.527,0.002,0.002,0.006,fixed,12/12/2020 13:57,3,2,Bottom of receiver,0.005,1.101,0.573,0.94,0.632,1.27,"15?00'00.00000""",0,12/12/2020 13:57,2
 «π,X86-12,1860878.396,506706.347,139.807,"16?49'52.17803""","99?03'46.61236""",102.557,0.003,0.003,0.006,fixed,12/12/2020 13:58,3,2,Bottom of receiver,0.005,1.149,0.589,0.986,0.671,1.331,"15?00'00.00000""",0,12/12/2020 13:58,2
 «π,X86-13,1860877.239,506714.453,139.573,"16?49'52.14030""","99?03'46.88624""",102.323,0.003,0.003,0.008,fixed,12/12/2020 13:58,3,2,Bottom of receiver,0.006,1.147,0.589,0.985,0.67,1.329,"15?00'00.00000""",0,12/12/2020 13:58,2
 «π,X86-14,1860883.714,506719.166,139.341,"16?49'52.35096""","99?03'47.04556""",102.091,0.005,0.005,0.014,fixed,12/12/2020 13:59,3,2,Bottom of receiver,0.011,1.096,0.574,0.934,0.628,1.263,"15?00'00.00000""",0,12/12/2020 13:59,2
 «π,X86-15,1860889.763,506722.358,139.281,"16?49'52.54780""","99?03'47.15348""",102.03,0.002,0.002,0.007,fixed,12/12/2020 13:59,3,2,Bottom of receiver,0.005,1.213,0.619,1.043,0.718,1.409,"15?00'00.00000""",0,12/12/2020 13:59,2
 «π,X86-16,1860892.656,506728.433,139.119,"16?49'52.64188""","99?03'47.35878""",101.868,0.004,0.004,0.01,fixed,12/12/2020 13:59,3,2,Bottom of receiver,0.007,1.217,0.616,1.049,0.724,1.416,"15?00'00.00000""",0,12/12/2020 14:00,2
 «π,X86-17,1860892.705,506735.516,139.013,"16?49'52.64338""","99?03'47.59812""",101.762,0.006,0.006,0.016,fixed,12/12/2020 14:00,3,2,Bottom of receiver,0.012,1.151,0.59,0.988,0.675,1.335,"15?00'00.00000""",0,12/12/2020 14:00,2
 «π,X86-18,1860890.1,506742.038,139.885,"16?49'52.55856""","99?03'47.81849""",102.634,0.008,0.008,0.024,fixed,12/12/2020 14:00,3,2,Bottom of receiver,0.018,1.408,0.717,1.212,0.862,1.651,"15?00'00.00000""",0,12/12/2020 14:01,2
 «π,X86-19,1860889.541,506747.35,141.79,"16?49'52.54031""","99?03'47.99798""",104.54,0.002,0.002,0.007,fixed,12/12/2020 14:01,3,2,Bottom of receiver,0.005,1.249,0.62,1.084,0.755,1.46,"15?00'00.00000""",0,12/12/2020 14:01,2
 «π,X86-20,1860887.208,506750.08,141.987,"16?49'52.46434""","99?03'48.09020""",104.737,0.002,0.002,0.006,fixed,12/12/2020 14:01,3,2,Bottom of receiver,0.005,1.341,0.663,1.165,0.817,1.57,"15?00'00.00000""",0,12/12/2020 14:01,2
 «π,X86-21,1860890.294,506757.999,142.551,"16?49'52.56471""","99?03'48.35784""",105.301,0.002,0.002,0.005,fixed,12/12/2020 14:02,3,2,Bottom of receiver,0.004,1.218,0.616,1.051,0.727,1.419,"15?00'00.00000""",0,12/12/2020 14:02,2
 «π,X86-22,1860911.042,506736.247,138.573,"16?49'53.24012""","99?03'47.62302""",101.322,0.002,0.002,0.004,fixed,12/12/2020 14:04,3,2,Bottom of receiver,0.003,1.394,0.673,1.221,0.884,1.651,"15?00'00.00000""",0,12/12/2020 14:04,2
 «π,X85-1,1860948.514,506707.468,139.969,"16?49'54.45988""","99?03'46.65099""",102.716,0.002,0.002,0.004,fixed,12/12/2020 14:09,3,2,Bottom of receiver,0.003,1.521,0.692,1.355,0.992,1.816,"15?00'00.00000""",0,12/12/2020 14:09,2
 «π,X85-2,1860947.029,506700.014,140.02,"16?49'54.41161""","99?03'46.39908""",102.768,0.004,0.004,0.008,fixed,12/12/2020 14:09,3,2,Bottom of receiver,0.007,1.521,0.692,1.355,0.993,1.817,"15?00'00.00000""",0,12/12/2020 14:09,2
 «π,X85-3,1860946.246,506694.012,140.444,"16?49'54.38619""","99?03'46.19625""",103.191,0.002,0.002,0.005,fixed,12/12/2020 14:10,3,2,Bottom of receiver,0.004,1.521,0.692,1.355,0.993,1.817,"15?00'00.00000""",0,12/12/2020 14:10,2
 «π,X85-4,1860943.043,506687.937,140.94,"16?49'54.28201""","99?03'45.99094""",103.688,0.003,0.003,0.006,fixed,12/12/2020 14:10,3,2,Bottom of receiver,0.005,1.554,0.745,1.364,1.014,1.856,"15?00'00.00000""",0,12/12/2020 14:10,2
 «π,X85-5,1860937.129,506681.234,141.123,"16?49'54.08962""","99?03'45.76439""",103.87,0.002,0.002,0.004,fixed,12/12/2020 14:10,3,2,Bottom of receiver,0.003,1.554,0.745,1.364,1.015,1.856,"15?00'00.00000""",0,12/12/2020 14:11,2
 «π,X85-6,1860932.925,506674.949,141.507,"16?49'53.95290""","99?03'45.55196""",104.255,0.004,0.004,0.007,fixed,12/12/2020 14:11,3,2,Bottom of receiver,0.006,1.521,0.693,1.354,0.993,1.817,"15?00'00.00000""",0,12/12/2020 14:11,2
 «π,X85-7,1860926.904,506663.361,141.656,"16?49'53.75707""","99?03'45.16034""",104.404,0.002,0.002,0.004,fixed,12/12/2020 14:11,3,2,Bottom of receiver,0.004,1.521,0.694,1.354,0.993,1.816,"15?00'00.00000""",0,12/12/2020 14:11,2
 «π,X85-8,1860920.969,506659.153,141.969,"16?49'53.56397""","99?03'45.01809""",104.717,0.002,0.002,0.003,fixed,12/12/2020 14:12,3,2,Bottom of receiver,0.003,1.52,0.694,1.353,0.993,1.816,"15?00'00.00000""",0,12/12/2020 14:12,2
 «π,X85-9,1860916.502,506655.011,142.299,"16?49'53.41865""","99?03'44.87806""",105.047,0.002,0.002,0.004,fixed,12/12/2020 14:12,3,2,Bottom of receiver,0.003,1.52,0.694,1.352,0.993,1.816,"15?00'00.00000""",0,12/12/2020 14:12,2
 «π,X85-10,1860912.323,506650.783,142.339,"16?49'53.28268""","99?03'44.73517""",105.087,0.001,0.001,0.003,fixed,12/12/2020 14:12,3,2,Bottom of receiver,0.002,1.554,0.747,1.363,1.016,1.856,"15?00'00.00000""",0,12/12/2020 14:13,2
 «π,X85-11,1860907.684,506644.845,142.113,"16?49'53.13178""","99?03'44.53444""",104.861,0.002,0.002,0.004,fixed,12/12/2020 14:13,3,2,Bottom of receiver,0.003,1.519,0.695,1.351,0.993,1.815,"15?00'00.00000""",0,12/12/2020 14:13,2
 «π,X85-12,1860903.696,506638.335,142.337,"16?49'53.00206""","99?03'44.31444""",105.085,0.001,0.001,0.002,fixed,12/12/2020 14:13,3,2,Bottom of receiver,0.002,1.553,0.747,1.362,1.016,1.856,"15?00'00.00000""",0,12/12/2020 14:13,2
 «π,X85-13,1860900.684,506632.016,142.473,"16?49'52.90412""","99?03'44.10088""",105.221,0.002,0.002,0.004,fixed,12/12/2020 14:13,3,2,Bottom of receiver,0.003,1.519,0.695,1.35,0.993,1.814,"15?00'00.00000""",0,12/12/2020 14:13,2
 «π,X85-14,1860896.725,506627.383,142.695,"16?49'52.77534""","99?03'43.94430""",105.444,0.002,0.002,0.004,fixed,12/12/2020 14:14,3,2,Bottom of receiver,0.003,1.553,0.748,1.361,1.016,1.856,"15?00'00.00000""",0,12/12/2020 14:14,2
 «π,X85-15,1860894.422,506623.123,142.69,"16?49'52.70042""","99?03'43.80031""",105.439,0.002,0.002,0.004,fixed,12/12/2020 14:14,3,2,Bottom of receiver,0.003,1.518,0.696,1.349,0.992,1.813,"15?00'00.00000""",0,12/12/2020 14:14,2
 «π,X84-1,1860939.213,506599.529,142.807,"16?49'54.15829""","99?03'43.00352""",105.554,0.002,0.002,0.004,fixed,12/12/2020 14:17,3,2,Bottom of receiver,0.003,1.511,0.698,1.34,0.988,1.806,"15?00'00.00000""",0,12/12/2020 14:17,2
 «π,X84-2,1860942.786,506604.192,142.348,"16?49'54.27453""","99?03'43.16115""",105.095,0.002,0.002,0.003,fixed,12/12/2020 14:18,3,2,Bottom of receiver,0.003,1.51,0.699,1.339,0.988,1.805,"15?00'00.00000""",0,12/12/2020 14:18,2
 «π,X84-3,1860947.255,506609.134,141.787,"16?49'54.41990""","99?03'43.32816""",104.533,0.002,0.002,0.003,fixed,12/12/2020 14:18,3,2,Bottom of receiver,0.003,1.509,0.699,1.338,0.987,1.804,"15?00'00.00000""",0,12/12/2020 14:18,2
 «π,X84-4,1860952.616,506615.138,141.375,"16?49'54.59430""","99?03'43.53112""",104.121,0.005,0.005,0.01,fixed,12/12/2020 14:18,3,2,Bottom of receiver,0.008,1.309,0.657,1.132,0.808,1.538,"15?00'00.00000""",0,12/12/2020 14:18,2
 «π,X84-5,1860958.122,506621.298,141.249,"16?49'54.77344""","99?03'43.73933""",103.996,0.002,0.002,0.005,fixed,12/12/2020 14:19,3,2,Bottom of receiver,0.004,1.471,0.716,1.285,0.927,1.738,"15?00'00.00000""",0,12/12/2020 14:19,2
 «π,X84-6,1860960.811,506625.177,140.989,"16?49'54.86089""","99?03'43.87043""",103.735,0.002,0.002,0.003,fixed,12/12/2020 14:19,3,2,Bottom of receiver,0.003,1.309,0.657,1.132,0.808,1.539,"15?00'00.00000""",0,12/12/2020 14:19,2
 «π,X84-7,1860964.198,506628.723,140.65,"16?49'54.97107""","99?03'43.99029""",103.397,0.003,0.003,0.005,fixed,12/12/2020 14:19,3,2,Bottom of receiver,0.004,1.309,0.657,1.132,0.808,1.539,"15?00'00.00000""",0,12/12/2020 14:19,2
 «π,X84-8,1860967.514,506632.796,140.175,"16?49'55.07894""","99?03'44.12795""",102.922,0.002,0.002,0.005,fixed,12/12/2020 14:19,3,2,Bottom of receiver,0.004,1.565,0.787,1.352,0.99,1.852,"15?00'00.00000""",0,12/12/2020 14:19,2
 «π,X84-9,1860970.411,506637.546,140.031,"16?49'55.17317""","99?03'44.28848""",102.777,0.002,0.002,0.005,fixed,12/12/2020 14:19,3,2,Bottom of receiver,0.004,1.714,0.761,1.536,1.146,2.062,"15?00'00.00000""",0,12/12/2020 14:20,2
 «π,X84-10,1860973.697,506643.187,139.805,"16?49'55.28006""","99?03'44.47914""",102.551,0.002,0.002,0.005,fixed,12/12/2020 14:20,3,2,Bottom of receiver,0.004,1.468,0.715,1.282,0.926,1.736,"15?00'00.00000""",0,12/12/2020 14:20,2
 «π,X84-11,1860976.857,506647.785,139.521,"16?49'55.38285""","99?03'44.63453""",102.267,0.004,0.004,0.01,fixed,12/12/2020 14:20,3,2,Bottom of receiver,0.008,1.799,0.81,1.607,1.207,2.167,"15?00'00.00000""",0,12/12/2020 14:20,2
 «π,X84-12,1860980.04,506652.713,137.582,"16?49'55.48638""","99?03'44.80109""",100.329,0.009,0.009,0.019,fixed,12/12/2020 14:20,3,2,Bottom of receiver,0.015,1.811,0.879,1.583,1.18,2.161,"15?00'00.00000""",0,12/12/2020 14:20,2
